city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Brisbane,EdTech,Data Analyst,10,21.83,Scikit-learn,1
Perth,IT,Data Scientist,11,24.83,TensorFlow,1
Adelaide,Finance,Data Analyst,5,12.43,TensorFlow,0
Gold Coast,Finance,Data Analyst,8,18.82,TensorFlow,1
Cairns,E-commerce,Data Analyst,1,6.72,Scikit-learn,1
Gold Coast,EdTech,Data Analyst,9,23.19,AWS AI,1
Melbourne,IT,AI Researcher,7,23.47,Azure AI,1
Brisbane,Finance,Data Scientist,3,9.98,TensorFlow,0
Perth,Healthcare,Data Analyst,6,16.4,Azure AI,1
Newcastle,E-commerce,AI Researcher,11,30.42,Scikit-learn,0
Adelaide,E-commerce,AI Engineer,0,4.55,Scikit-learn,1
Sydney,EdTech,Data Scientist,2,7.12,Azure AI,0
Gold Coast,Manufacturing,Data Scientist,8,19.23,ChatGPT,1
Gold Coast,IT,Data Analyst,10,23.09,TensorFlow,1
Cairns,Finance,ML Engineer,3,14.96,Scikit-learn,1
Cairns,Healthcare,AI Engineer,8,21.55,PyTorch,0
Newcastle,Manufacturing,Data Analyst,8,18.74,PyTorch,1
Newcastle,Finance,Data Scientist,8,20.45,ChatGPT,1
Brisbane,EdTech,Data Scientist,10,23.5,Scikit-learn,1
Wollongong,E-commerce,ML Engineer,0,8.29,Azure AI,1
Melbourne,E-commerce,Data Scientist,0,6.16,TensorFlow,1
Newcastle,IT,Data Scientist,5,14.26,AWS AI,1
Perth,EdTech,Data Analyst,2,5.01,PyTorch,1
Wollongong,EdTech,AI Engineer,0,7.2,TensorFlow,1
Wollongong,Manufacturing,Data Analyst,3,6.98,AWS AI,1
Newcastle,Finance,ML Engineer,4,16.86,AWS AI,1
Perth,E-commerce,ML Engineer,11,27.19,Scikit-learn,1
Townsville,Healthcare,AI Engineer,5,14.9,PyTorch,0
Brisbane,Healthcare,AI Engineer,10,24.23,Scikit-learn,1
Wollongong,Finance,AI Engineer,5,11.79,TensorFlow,1
Townsville,IT,ML Engineer,6,12.58,AWS AI,1
Newcastle,Finance,AI Researcher,6,21.13,AWS AI,0
Cairns,Manufacturing,AI Researcher,9,26.77,Azure AI,1
Cairns,EdTech,Data Scientist,7,16.04,ChatGPT,1
Perth,Healthcare,AI Researcher,5,20.51,PyTorch,1
Brisbane,IT,AI Engineer,10,23.38,AWS AI,1
Sydney,Manufacturing,Data Scientist,3,7.63,Scikit-learn,1
Sydney,EdTech,Data Scientist,6,13.93,Scikit-learn,1
Adelaide,IT,Data Analyst,2,7.87,AWS AI,0
Sydney,Healthcare,ML Engineer,0,7.03,ChatGPT,0
Townsville,E-commerce,AI Researcher,1,12.46,Azure AI,1
Perth,IT,AI Engineer,11,26.17,ChatGPT,1
Adelaide,Manufacturing,Data Analyst,8,23.24,AWS AI,0
Newcastle,IT,AI Engineer,0,4.39,Azure AI,1
Brisbane,Healthcare,Data Analyst,5,14.19,TensorFlow,0
Perth,IT,AI Engineer,7,13.62,TensorFlow,0
Perth,EdTech,Data Analyst,8,21.39,ChatGPT,1
Newcastle,E-commerce,AI Engineer,9,20.89,Azure AI,0
Adelaide,IT,AI Researcher,7,22.75,Azure AI,0
Brisbane,EdTech,AI Researcher,11,27.76,TensorFlow,1
Gold Coast,IT,ML Engineer,5,18.44,AWS AI,1
Newcastle,IT,Data Analyst,11,24.32,Scikit-learn,0
Wollongong,EdTech,AI Researcher,1,9.69,ChatGPT,1
Townsville,E-commerce,ML Engineer,10,25.09,Azure AI,1
Wollongong,EdTech,ML Engineer,8,23.01,Scikit-learn,1
Adelaide,IT,Data Analyst,5,16.38,PyTorch,0
Perth,Finance,Data Scientist,0,5.3,Scikit-learn,0
Perth,Healthcare,ML Engineer,10,25.38,TensorFlow,0
Perth,Healthcare,Data Analyst,10,23.14,Scikit-learn,1
Newcastle,E-commerce,Data Scientist,6,15.06,PyTorch,1
Perth,IT,AI Engineer,6,16.2,TensorFlow,0
Brisbane,Healthcare,Data Scientist,1,3.0,PyTorch,1
Wollongong,Healthcare,ML Engineer,0,5.73,Scikit-learn,0
Perth,EdTech,Data Scientist,11,21.7,PyTorch,0
Gold Coast,E-commerce,AI Researcher,4,15.52,AWS AI,0
Melbourne,IT,AI Researcher,0,5.42,Scikit-learn,1
Perth,Finance,Data Analyst,7,15.43,Azure AI,1
Cairns,E-commerce,AI Researcher,0,10.96,ChatGPT,1
Sydney,Finance,AI Researcher,3,16.82,Azure AI,1
Townsville,E-commerce,AI Researcher,9,25.61,PyTorch,0
Adelaide,Finance,Data Analyst,7,17.11,AWS AI,0
Perth,Finance,AI Researcher,1,10.46,PyTorch,1
Brisbane,IT,AI Researcher,4,16.45,TensorFlow,0
Brisbane,E-commerce,ML Engineer,6,17.34,PyTorch,0
Gold Coast,Finance,AI Engineer,7,20.36,AWS AI,1
Brisbane,EdTech,ML Engineer,7,20.97,TensorFlow,1
Sydney,Healthcare,Data Scientist,8,21.82,AWS AI,0
Newcastle,Healthcare,Data Scientist,7,18.1,AWS AI,1
Gold Coast,IT,AI Researcher,4,17.42,ChatGPT,0
Sydney,EdTech,AI Engineer,11,26.15,PyTorch,1
Sydney,Manufacturing,AI Researcher,10,29.08,Azure AI,0
Gold Coast,Finance,AI Engineer,4,9.77,ChatGPT,0
Newcastle,Finance,Data Scientist,7,17.21,Azure AI,1
Adelaide,Healthcare,Data Scientist,7,16.71,TensorFlow,0
Sydney,IT,AI Researcher,9,26.59,Azure AI,0
Newcastle,E-commerce,AI Researcher,3,12.88,PyTorch,1
Wollongong,Manufacturing,AI Researcher,2,15.38,TensorFlow,0
Townsville,Manufacturing,AI Engineer,5,12.89,Scikit-learn,1
Newcastle,IT,Data Analyst,4,9.28,Azure AI,1
Gold Coast,Manufacturing,AI Engineer,6,15.77,PyTorch,1
Cairns,Healthcare,AI Engineer,1,6.47,Azure AI,1
Newcastle,Healthcare,Data Analyst,7,16.31,Azure AI,1
Adelaide,Healthcare,Data Analyst,7,16.25,AWS AI,1
Perth,E-commerce,ML Engineer,6,18.37,ChatGPT,1
Gold Coast,Manufacturing,Data Scientist,8,19.53,TensorFlow,1
Cairns,Finance,ML Engineer,10,26.09,PyTorch,1
Melbourne,Healthcare,ML Engineer,11,29.04,ChatGPT,1
Townsville,Manufacturing,ML Engineer,9,20.83,PyTorch,1
Newcastle,Manufacturing,AI Engineer,11,23.92,TensorFlow,1
Newcastle,Healthcare,Data Scientist,9,22.98,AWS AI,1
Adelaide,IT,AI Researcher,9,26.18,AWS AI,1
Perth,EdTech,AI Engineer,7,18.47,ChatGPT,1
Gold Coast,EdTech,ML Engineer,6,17.89,AWS AI,1
Townsville,Healthcare,AI Engineer,10,25.62,AWS AI,0
Brisbane,Finance,ML Engineer,5,19.0,AWS AI,1
Sydney,IT,ML Engineer,2,11.63,AWS AI,0
Newcastle,Finance,ML Engineer,7,21.05,ChatGPT,0
Cairns,IT,Data Scientist,6,14.46,PyTorch,1
Brisbane,Finance,AI Engineer,11,25.01,PyTorch,0
Adelaide,EdTech,ML Engineer,0,6.19,TensorFlow,1
Sydney,Healthcare,Data Scientist,0,5.46,PyTorch,1
Newcastle,Healthcare,Data Analyst,4,12.72,ChatGPT,1
Newcastle,Manufacturing,AI Engineer,6,16.44,Scikit-learn,1
Sydney,EdTech,Data Scientist,1,4.39,TensorFlow,1
Perth,IT,Data Scientist,9,20.99,PyTorch,1
Melbourne,Healthcare,Data Analyst,11,25.59,Azure AI,1
Cairns,EdTech,Data Analyst,0,3.85,ChatGPT,1
Cairns,Healthcare,Data Analyst,4,11.8,Scikit-learn,0
Adelaide,Healthcare,AI Engineer,0,3.0,Scikit-learn,1
Perth,Finance,Data Analyst,10,26.35,Azure AI,0
Cairns,EdTech,AI Engineer,2,6.44,Scikit-learn,1
Newcastle,Manufacturing,Data Analyst,11,27.74,ChatGPT,1
Sydney,E-commerce,ML Engineer,11,27.51,AWS AI,0
Wollongong,IT,AI Engineer,4,13.62,AWS AI,1
Wollongong,E-commerce,ML Engineer,1,6.49,PyTorch,1
Gold Coast,Manufacturing,AI Researcher,6,19.12,PyTorch,0
Sydney,Finance,AI Engineer,7,16.82,Scikit-learn,0
Sydney,EdTech,AI Engineer,2,7.3,Scikit-learn,0
Cairns,E-commerce,AI Researcher,5,17.25,AWS AI,0
Brisbane,Healthcare,Data Scientist,2,5.97,TensorFlow,1
Sydney,EdTech,Data Analyst,4,11.2,ChatGPT,1
Sydney,Finance,Data Analyst,0,5.35,ChatGPT,1
Melbourne,EdTech,AI Researcher,1,10.17,Azure AI,1
Perth,Finance,Data Analyst,8,21.38,Azure AI,1
Newcastle,E-commerce,Data Analyst,6,13.67,AWS AI,0
Gold Coast,EdTech,Data Analyst,7,16.94,PyTorch,1
Sydney,Healthcare,AI Researcher,5,19.97,ChatGPT,0
Newcastle,Finance,Data Analyst,11,24.4,PyTorch,0
Melbourne,Finance,Data Analyst,3,11.13,TensorFlow,1
Sydney,IT,Data Scientist,7,15.49,PyTorch,0
Perth,Healthcare,AI Researcher,2,15.36,Azure AI,1
Cairns,IT,AI Engineer,8,16.42,TensorFlow,1
Perth,Finance,ML Engineer,0,6.86,PyTorch,1
Brisbane,IT,AI Researcher,8,24.37,PyTorch,1
Newcastle,Healthcare,ML Engineer,10,28.91,TensorFlow,1
Cairns,EdTech,Data Analyst,4,13.23,AWS AI,1
Brisbane,E-commerce,Data Analyst,0,3.3,TensorFlow,1
Perth,Manufacturing,AI Researcher,0,8.03,Scikit-learn,0
Gold Coast,Manufacturing,Data Scientist,6,15.68,Azure AI,1
Brisbane,E-commerce,Data Analyst,9,17.4,AWS AI,0
Newcastle,E-commerce,ML Engineer,9,24.25,Scikit-learn,0
Newcastle,Finance,Data Analyst,9,22.4,TensorFlow,1
Brisbane,E-commerce,Data Scientist,11,27.03,Scikit-learn,1
Adelaide,E-commerce,Data Analyst,5,12.31,ChatGPT,1
Cairns,E-commerce,ML Engineer,7,24.15,Scikit-learn,1
Perth,Healthcare,AI Engineer,1,4.67,Azure AI,1
Townsville,Finance,ML Engineer,10,30.23,PyTorch,0
Gold Coast,Finance,Data Scientist,3,8.85,AWS AI,1
Newcastle,Manufacturing,ML Engineer,5,17.27,PyTorch,1
Newcastle,Finance,Data Scientist,3,10.24,TensorFlow,1
Sydney,Manufacturing,Data Analyst,5,13.69,TensorFlow,0
Wollongong,Manufacturing,AI Engineer,11,28.23,TensorFlow,1
Newcastle,EdTech,Data Scientist,0,3.0,TensorFlow,1
Adelaide,Finance,AI Researcher,5,19.95,Scikit-learn,1
Gold Coast,Manufacturing,Data Analyst,1,7.06,TensorFlow,1
Cairns,IT,ML Engineer,11,29.37,AWS AI,1
Sydney,E-commerce,AI Researcher,0,7.2,AWS AI,1
Gold Coast,IT,Data Scientist,2,9.9,TensorFlow,1
Townsville,Manufacturing,Data Analyst,5,9.51,Scikit-learn,0
Adelaide,IT,Data Scientist,10,20.04,AWS AI,0
Cairns,Manufacturing,AI Engineer,6,15.95,PyTorch,1
Brisbane,EdTech,AI Engineer,2,6.9,AWS AI,1
Melbourne,IT,Data Scientist,5,12.99,Azure AI,1
Wollongong,Finance,AI Engineer,6,14.75,ChatGPT,1
Melbourne,Healthcare,Data Scientist,6,15.33,AWS AI,1
Melbourne,Finance,AI Researcher,11,30.56,PyTorch,1
Gold Coast,Finance,AI Researcher,11,30.83,Azure AI,1
Adelaide,Manufacturing,Data Analyst,4,9.2,AWS AI,1
Townsville,Manufacturing,AI Researcher,11,32.5,PyTorch,0
Perth,E-commerce,Data Scientist,1,9.74,AWS AI,1
Gold Coast,Manufacturing,Data Scientist,5,15.77,PyTorch,1
Melbourne,Manufacturing,AI Researcher,2,12.34,PyTorch,0
Brisbane,IT,Data Scientist,1,4.02,PyTorch,0
Melbourne,Healthcare,Data Analyst,0,5.75,AWS AI,1
Sydney,EdTech,AI Engineer,0,4.6,PyTorch,1
Townsville,EdTech,ML Engineer,9,25.18,TensorFlow,1
Brisbane,Manufacturing,AI Researcher,3,15.21,Azure AI,1
Perth,Finance,Data Scientist,6,16.62,AWS AI,1
Perth,E-commerce,Data Scientist,0,4.4,Azure AI,0
Melbourne,Healthcare,Data Analyst,5,11.44,ChatGPT,1
Wollongong,Manufacturing,Data Analyst,6,15.04,ChatGPT,1
Wollongong,Finance,Data Analyst,7,17.94,AWS AI,1
Melbourne,IT,ML Engineer,0,7.6,AWS AI,0
Gold Coast,Healthcare,AI Researcher,3,15.67,Scikit-learn,1
Sydney,Manufacturing,Data Scientist,10,21.08,Scikit-learn,1
Gold Coast,EdTech,Data Analyst,6,16.54,Azure AI,1
Perth,EdTech,AI Engineer,7,18.84,Scikit-learn,0
Sydney,E-commerce,Data Scientist,7,22.28,Azure AI,1
Perth,Finance,AI Engineer,1,7.37,PyTorch,0
Newcastle,EdTech,Data Scientist,6,17.13,AWS AI,1
Cairns,EdTech,Data Analyst,1,4.34,Azure AI,1
Gold Coast,Manufacturing,Data Analyst,5,16.85,PyTorch,1
Cairns,EdTech,Data Analyst,3,7.97,ChatGPT,0
Newcastle,E-commerce,Data Analyst,9,20.05,Azure AI,1
Cairns,Healthcare,ML Engineer,10,27.57,TensorFlow,1
Adelaide,Finance,AI Engineer,6,12.73,AWS AI,1
Brisbane,IT,AI Researcher,9,24.44,TensorFlow,1
Brisbane,EdTech,Data Analyst,8,19.68,AWS AI,1
Townsville,Manufacturing,Data Scientist,10,28.72,TensorFlow,0
Cairns,Manufacturing,AI Researcher,10,30.03,PyTorch,0
Gold Coast,E-commerce,ML Engineer,11,26.3,Azure AI,1
Cairns,IT,AI Researcher,0,9.73,AWS AI,0
Perth,E-commerce,Data Analyst,10,24.7,Azure AI,1
Brisbane,E-commerce,Data Scientist,9,22.45,AWS AI,1
Brisbane,Healthcare,Data Analyst,11,23.64,TensorFlow,1
Adelaide,EdTech,ML Engineer,5,19.71,ChatGPT,1
Cairns,Healthcare,ML Engineer,2,8.54,Azure AI,1
Wollongong,EdTech,AI Researcher,5,20.65,TensorFlow,1
Adelaide,Manufacturing,ML Engineer,6,20.33,Scikit-learn,0
Adelaide,EdTech,Data Analyst,3,10.5,ChatGPT,1
Cairns,IT,Data Analyst,10,22.82,PyTorch,1
Brisbane,E-commerce,Data Analyst,5,14.56,AWS AI,1
Perth,Manufacturing,Data Scientist,6,14.57,ChatGPT,1
Adelaide,Manufacturing,ML Engineer,1,8.11,TensorFlow,1
Wollongong,EdTech,ML Engineer,4,11.08,Azure AI,1
Brisbane,Healthcare,ML Engineer,0,5.68,Azure AI,0
Brisbane,Healthcare,AI Engineer,7,14.12,PyTorch,0
Adelaide,Manufacturing,Data Scientist,8,19.57,ChatGPT,0
Newcastle,EdTech,Data Analyst,4,12.0,Azure AI,0
Townsville,Healthcare,ML Engineer,10,25.1,AWS AI,1
Gold Coast,Manufacturing,AI Engineer,8,17.56,ChatGPT,1
Gold Coast,EdTech,AI Researcher,5,19.72,Azure AI,1
Newcastle,EdTech,ML Engineer,4,15.39,AWS AI,1
Adelaide,IT,ML Engineer,10,27.88,ChatGPT,1
Adelaide,IT,ML Engineer,7,19.68,AWS AI,1
Perth,Finance,AI Researcher,10,25.86,TensorFlow,1
Perth,EdTech,Data Analyst,2,7.51,Azure AI,1
Sydney,Healthcare,ML Engineer,3,12.04,AWS AI,1
Wollongong,Healthcare,Data Analyst,9,24.27,PyTorch,1
Sydney,EdTech,AI Researcher,9,24.18,TensorFlow,1
Wollongong,Manufacturing,AI Researcher,9,28.52,AWS AI,0
Cairns,IT,Data Scientist,7,17.72,TensorFlow,1
Wollongong,Manufacturing,ML Engineer,11,29.22,ChatGPT,1
Cairns,E-commerce,Data Analyst,7,19.57,Scikit-learn,0
Newcastle,E-commerce,Data Analyst,11,26.03,TensorFlow,1
Sydney,Manufacturing,AI Researcher,4,13.84,AWS AI,0
Brisbane,EdTech,Data Analyst,1,8.23,AWS AI,1
Townsville,IT,AI Researcher,7,18.39,TensorFlow,0
Sydney,EdTech,AI Researcher,1,11.96,ChatGPT,1
Townsville,Finance,Data Scientist,6,16.53,ChatGPT,1
Sydney,IT,AI Engineer,4,8.07,Azure AI,0
Brisbane,IT,AI Engineer,9,19.03,PyTorch,1
Adelaide,Healthcare,AI Engineer,5,11.37,Azure AI,0
Newcastle,Healthcare,Data Analyst,7,14.18,Azure AI,1
Perth,EdTech,AI Engineer,9,23.24,Scikit-learn,1
Townsville,EdTech,ML Engineer,0,5.98,Azure AI,1
Brisbane,IT,ML Engineer,2,10.33,ChatGPT,1
Gold Coast,Healthcare,Data Scientist,1,3.0,Scikit-learn,0
Gold Coast,Healthcare,AI Engineer,7,13.77,AWS AI,0
Wollongong,EdTech,Data Scientist,11,25.48,AWS AI,1
Townsville,IT,AI Researcher,0,5.22,ChatGPT,1
Townsville,EdTech,Data Analyst,4,11.49,Scikit-learn,1
Newcastle,E-commerce,AI Engineer,6,17.11,TensorFlow,1
Cairns,EdTech,Data Scientist,0,3.0,TensorFlow,1
Adelaide,IT,ML Engineer,4,12.04,TensorFlow,1
Gold Coast,Manufacturing,Data Scientist,4,9.91,PyTorch,1
Melbourne,E-commerce,AI Engineer,11,25.24,PyTorch,0
Cairns,E-commerce,Data Scientist,10,21.77,ChatGPT,1
Wollongong,Finance,Data Analyst,5,11.86,Azure AI,1
Perth,E-commerce,AI Engineer,2,7.98,TensorFlow,0
Gold Coast,E-commerce,AI Researcher,10,33.98,Scikit-learn,1
Sydney,EdTech,Data Analyst,3,3.64,Scikit-learn,1
Adelaide,Finance,Data Scientist,2,6.93,ChatGPT,1
Townsville,Finance,ML Engineer,9,22.49,Scikit-learn,1
Adelaide,EdTech,Data Analyst,8,17.32,TensorFlow,0
Perth,E-commerce,Data Scientist,9,21.22,ChatGPT,0
Sydney,E-commerce,AI Engineer,4,9.75,Scikit-learn,0
Brisbane,IT,Data Scientist,5,11.89,AWS AI,1
Melbourne,EdTech,Data Analyst,3,10.28,Azure AI,1
Townsville,Manufacturing,Data Analyst,10,25.99,PyTorch,1
Wollongong,Finance,Data Analyst,4,12.07,AWS AI,1
Adelaide,EdTech,Data Analyst,9,17.89,ChatGPT,1
Brisbane,IT,AI Researcher,11,30.86,AWS AI,1
Sydney,EdTech,Data Scientist,7,17.86,Scikit-learn,0
Cairns,Healthcare,Data Scientist,1,4.3,Azure AI,1
Melbourne,Healthcare,Data Scientist,8,20.91,TensorFlow,1
Newcastle,EdTech,AI Researcher,7,23.21,AWS AI,1
Adelaide,E-commerce,AI Researcher,5,16.82,AWS AI,1
Melbourne,Finance,AI Engineer,0,3.62,ChatGPT,0
Newcastle,Finance,AI Researcher,0,10.77,Scikit-learn,1
Newcastle,Finance,Data Scientist,8,13.69,PyTorch,0
Perth,Manufacturing,AI Engineer,2,7.06,ChatGPT,1
Gold Coast,Finance,AI Researcher,8,26.89,Scikit-learn,1
Townsville,Finance,Data Scientist,4,10.85,Scikit-learn,0
Gold Coast,E-commerce,AI Engineer,1,5.88,Scikit-learn,1
Brisbane,Healthcare,AI Engineer,1,4.07,PyTorch,0
Adelaide,EdTech,Data Analyst,8,21.18,ChatGPT,0
Townsville,Finance,Data Analyst,3,8.02,Azure AI,1
Adelaide,IT,Data Scientist,1,6.15,TensorFlow,1
Wollongong,IT,AI Researcher,6,22.16,AWS AI,0
Brisbane,Healthcare,Data Scientist,10,23.33,Azure AI,1
Townsville,Healthcare,ML Engineer,4,14.56,AWS AI,1
Sydney,Healthcare,ML Engineer,1,11.23,Scikit-learn,1
Adelaide,Finance,ML Engineer,6,19.03,PyTorch,1
Newcastle,Manufacturing,Data Analyst,6,13.66,ChatGPT,1
Wollongong,IT,AI Engineer,8,23.19,Azure AI,1
Adelaide,EdTech,Data Analyst,5,14.36,Azure AI,0
Brisbane,Finance,AI Researcher,10,30.02,TensorFlow,1
Adelaide,Healthcare,ML Engineer,3,15.1,TensorFlow,0
Adelaide,IT,AI Engineer,1,6.99,TensorFlow,1
Perth,Manufacturing,Data Scientist,6,14.97,AWS AI,0
Cairns,Manufacturing,AI Researcher,0,4.64,TensorFlow,1
Adelaide,EdTech,Data Scientist,1,3.29,PyTorch,1
Melbourne,Manufacturing,AI Researcher,9,26.16,ChatGPT,1
Gold Coast,EdTech,Data Scientist,8,19.94,PyTorch,0
Newcastle,EdTech,ML Engineer,5,14.49,TensorFlow,1
Gold Coast,E-commerce,AI Researcher,7,22.13,AWS AI,0
Cairns,EdTech,Data Analyst,6,14.86,TensorFlow,0
Sydney,E-commerce,ML Engineer,3,12.73,PyTorch,0
Melbourne,Manufacturing,Data Analyst,4,10.16,AWS AI,1
Sydney,Finance,ML Engineer,9,21.86,PyTorch,1
Wollongong,IT,AI Engineer,6,14.66,TensorFlow,1
Adelaide,Manufacturing,AI Engineer,0,3.0,TensorFlow,1
Wollongong,Manufacturing,AI Researcher,0,9.62,PyTorch,0
Wollongong,E-commerce,Data Analyst,6,17.8,PyTorch,0
Perth,Finance,AI Engineer,6,14.16,Azure AI,1
Brisbane,E-commerce,Data Analyst,7,20.0,ChatGPT,1
Townsville,Manufacturing,Data Analyst,9,21.76,TensorFlow,1
Townsville,EdTech,AI Researcher,4,18.58,TensorFlow,0
Perth,EdTech,AI Engineer,6,14.35,PyTorch,1
Newcastle,IT,Data Scientist,9,22.1,Scikit-learn,0
Gold Coast,IT,Data Scientist,6,15.56,AWS AI,0
Perth,Manufacturing,Data Scientist,6,14.68,AWS AI,1
Cairns,Healthcare,AI Engineer,7,17.99,Scikit-learn,0
Perth,Healthcare,Data Analyst,8,21.87,AWS AI,1
Adelaide,E-commerce,Data Analyst,7,18.08,PyTorch,1
Adelaide,Manufacturing,AI Engineer,6,12.79,Scikit-learn,1
Cairns,EdTech,AI Researcher,8,21.6,PyTorch,1
Brisbane,E-commerce,ML Engineer,1,10.01,TensorFlow,1
Melbourne,EdTech,ML Engineer,9,22.81,PyTorch,1
Cairns,Manufacturing,Data Scientist,3,5.98,AWS AI,1
Gold Coast,IT,AI Researcher,4,17.05,ChatGPT,1
Brisbane,EdTech,AI Researcher,4,15.85,AWS AI,1
Perth,IT,Data Scientist,2,8.29,Azure AI,0
Newcastle,IT,Data Analyst,10,23.47,Azure AI,0
Sydney,Manufacturing,ML Engineer,4,14.56,Azure AI,1
Melbourne,IT,ML Engineer,8,19.48,Scikit-learn,1
Wollongong,Manufacturing,ML Engineer,6,16.42,Scikit-learn,1
Newcastle,Finance,Data Analyst,8,15.7,PyTorch,0
Townsville,Finance,AI Researcher,2,15.08,Scikit-learn,1
Adelaide,EdTech,ML Engineer,0,6.92,Azure AI,1
Perth,Manufacturing,Data Analyst,9,22.65,Scikit-learn,1
Brisbane,IT,AI Engineer,8,20.25,ChatGPT,1
Brisbane,E-commerce,AI Engineer,6,18.34,PyTorch,1
Cairns,IT,ML Engineer,10,26.97,Azure AI,1
Cairns,Manufacturing,AI Researcher,4,15.92,AWS AI,1
Newcastle,Healthcare,Data Scientist,6,15.47,AWS AI,1
Townsville,IT,Data Scientist,2,6.15,ChatGPT,0
Cairns,Finance,Data Scientist,8,20.89,Scikit-learn,1
Cairns,EdTech,ML Engineer,1,7.04,Azure AI,1
Cairns,EdTech,Data Scientist,4,11.38,ChatGPT,1
Newcastle,Finance,ML Engineer,1,12.93,AWS AI,1
Melbourne,Healthcare,AI Engineer,10,19.54,Scikit-learn,1
Gold Coast,Manufacturing,AI Engineer,7,15.41,AWS AI,1
Melbourne,IT,Data Scientist,6,16.96,AWS AI,0
Brisbane,EdTech,ML Engineer,1,10.81,Azure AI,1
Perth,Healthcare,ML Engineer,4,14.28,TensorFlow,1
Townsville,Healthcare,Data Scientist,10,21.87,Azure AI,1
Perth,Healthcare,AI Engineer,7,20.31,Scikit-learn,0
Newcastle,E-commerce,AI Engineer,8,18.68,Scikit-learn,1
Gold Coast,Manufacturing,Data Analyst,2,3.82,Scikit-learn,0
Adelaide,Finance,AI Engineer,7,18.73,PyTorch,0
Wollongong,Finance,AI Engineer,5,16.48,Azure AI,1
Perth,IT,ML Engineer,10,26.02,Azure AI,1
Perth,EdTech,Data Analyst,2,8.4,AWS AI,1
Newcastle,Healthcare,ML Engineer,0,9.16,Azure AI,0
Townsville,E-commerce,AI Engineer,5,13.2,AWS AI,1
Sydney,Finance,Data Analyst,6,13.07,Azure AI,1
Brisbane,Healthcare,Data Analyst,1,3.0,ChatGPT,0
Melbourne,E-commerce,ML Engineer,0,4.38,PyTorch,1
Wollongong,Finance,Data Analyst,9,23.88,TensorFlow,1
Newcastle,Healthcare,AI Engineer,6,14.38,PyTorch,1
Newcastle,IT,AI Engineer,0,4.81,TensorFlow,1
Adelaide,EdTech,AI Researcher,3,12.8,AWS AI,0
Melbourne,E-commerce,Data Analyst,11,24.43,Azure AI,1
Melbourne,Healthcare,AI Engineer,11,26.28,AWS AI,1
Brisbane,Manufacturing,Data Scientist,9,17.84,AWS AI,1
Wollongong,E-commerce,AI Engineer,6,15.28,PyTorch,0
Sydney,EdTech,Data Analyst,4,5.56,Scikit-learn,0
Wollongong,Healthcare,AI Researcher,9,26.88,Azure AI,0
Townsville,EdTech,ML Engineer,0,7.46,Azure AI,0
Wollongong,IT,Data Scientist,7,16.74,ChatGPT,1
Adelaide,E-commerce,AI Engineer,8,20.93,Azure AI,0
Townsville,Finance,Data Analyst,4,13.32,AWS AI,1
Cairns,Healthcare,AI Researcher,6,19.95,Azure AI,1
Newcastle,EdTech,AI Researcher,9,29.8,AWS AI,1
Brisbane,IT,Data Scientist,0,3.9,Scikit-learn,1
Gold Coast,E-commerce,Data Analyst,5,10.91,ChatGPT,1
Perth,EdTech,AI Researcher,5,18.2,ChatGPT,1
Sydney,Healthcare,AI Engineer,0,5.22,Azure AI,1
Wollongong,E-commerce,AI Researcher,11,31.45,Azure AI,1
Cairns,IT,Data Analyst,7,14.28,Scikit-learn,1
Newcastle,Manufacturing,Data Analyst,9,17.93,Scikit-learn,1
Gold Coast,E-commerce,AI Engineer,3,7.52,AWS AI,1
Newcastle,Finance,Data Scientist,4,12.53,PyTorch,0
Brisbane,Finance,AI Researcher,4,17.17,AWS AI,0
Sydney,Healthcare,Data Scientist,1,5.37,Scikit-learn,1
Brisbane,IT,Data Scientist,0,5.3,AWS AI,1
Sydney,Healthcare,AI Researcher,4,17.1,Scikit-learn,1
Gold Coast,Manufacturing,ML Engineer,0,6.68,AWS AI,1
Melbourne,IT,AI Researcher,6,21.16,PyTorch,1
Sydney,E-commerce,ML Engineer,8,21.1,TensorFlow,0
Cairns,E-commerce,ML Engineer,2,11.13,AWS AI,1
Melbourne,EdTech,AI Engineer,5,12.04,ChatGPT,1
Brisbane,IT,Data Scientist,5,13.64,ChatGPT,0
Perth,E-commerce,ML Engineer,10,25.98,PyTorch,1
Gold Coast,IT,ML Engineer,11,27.87,Scikit-learn,1
Brisbane,Manufacturing,ML Engineer,9,30.2,TensorFlow,1
Adelaide,IT,ML Engineer,4,15.71,ChatGPT,0
Melbourne,E-commerce,Data Scientist,11,27.47,TensorFlow,0
Newcastle,Healthcare,ML Engineer,8,23.31,AWS AI,0
Wollongong,IT,AI Engineer,2,8.88,AWS AI,1
Sydney,Manufacturing,AI Researcher,0,4.93,AWS AI,1
Melbourne,E-commerce,AI Engineer,3,9.12,AWS AI,0
Sydney,Finance,AI Researcher,9,27.4,ChatGPT,1
Sydney,EdTech,Data Analyst,3,12.07,TensorFlow,1
Cairns,Manufacturing,AI Researcher,8,22.71,PyTorch,1
Townsville,IT,Data Scientist,3,9.5,PyTorch,0
Sydney,Manufacturing,AI Engineer,4,10.08,Scikit-learn,0
Townsville,IT,Data Analyst,5,15.97,ChatGPT,1
Brisbane,E-commerce,Data Analyst,9,20.65,AWS AI,0
