city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Philadelphia,EdTech,Data Analyst,9,24.69,AWS AI,1
Los Angeles,IT,AI Researcher,7,25.97,Azure AI,1
Chicago,Finance,Data Scientist,3,11.48,TensorFlow,0
Houston,Healthcare,Data Analyst,6,17.9,Azure AI,1
San Antonio,E-commerce,AI Researcher,11,32.92,Scikit-learn,1
Phoenix,E-commerce,AI Engineer,0,6.05,Scikit-learn,1
New York,EdTech,Data Scientist,2,8.62,Azure AI,0
Philadelphia,Manufacturing,Data Scientist,8,20.73,ChatGPT,1
Philadelphia,IT,Data Analyst,10,24.59,TensorFlow,1
Dallas,Finance,ML Engineer,3,17.46,Scikit-learn,1
Dallas,Healthcare,AI Engineer,8,23.05,PyTorch,0
San Antonio,Manufacturing,Data Analyst,8,20.24,PyTorch,1
San Antonio,Finance,Data Scientist,8,21.95,ChatGPT,1
Chicago,EdTech,Data Scientist,10,25.0,Scikit-learn,1
San Diego,E-commerce,ML Engineer,0,10.79,Azure AI,1
Los Angeles,E-commerce,Data Scientist,0,7.66,TensorFlow,1
San Antonio,IT,Data Scientist,5,15.76,AWS AI,1
Houston,EdTech,Data Analyst,2,6.51,PyTorch,1
San Diego,EdTech,AI Engineer,0,8.7,TensorFlow,1
San Diego,Manufacturing,Data Analyst,3,8.48,AWS AI,1
San Antonio,Finance,ML Engineer,4,19.36,AWS AI,1
Houston,E-commerce,ML Engineer,11,29.69,Scikit-learn,1
San Jose,Healthcare,AI Engineer,5,16.4,PyTorch,1
Chicago,Healthcare,AI Engineer,10,25.73,Scikit-learn,1
San Diego,Finance,AI Engineer,5,13.29,TensorFlow,1
San Jose,IT,ML Engineer,6,15.08,AWS AI,1
San Antonio,Finance,AI Researcher,6,23.63,AWS AI,0
Dallas,Manufacturing,AI Researcher,9,29.27,Azure AI,1
Dallas,EdTech,Data Scientist,7,17.54,ChatGPT,1
Houston,Healthcare,AI Researcher,5,23.01,PyTorch,1
Chicago,IT,AI Engineer,10,24.88,AWS AI,1
New York,Manufacturing,Data Scientist,3,9.13,Scikit-learn,1
New York,EdTech,Data Scientist,6,15.43,Scikit-learn,1
Phoenix,IT,Data Analyst,2,9.37,AWS AI,0
New York,Healthcare,ML Engineer,0,9.53,ChatGPT,1
San Jose,E-commerce,AI Researcher,1,14.96,Azure AI,1
Houston,IT,AI Engineer,11,27.67,ChatGPT,1
Phoenix,Manufacturing,Data Analyst,8,24.74,AWS AI,1
San Antonio,IT,AI Engineer,0,5.89,Azure AI,1
Chicago,Healthcare,Data Analyst,5,15.69,TensorFlow,0
Houston,IT,AI Engineer,7,15.12,TensorFlow,1
Houston,EdTech,Data Analyst,8,22.89,ChatGPT,1
San Antonio,E-commerce,AI Engineer,9,22.39,Azure AI,1
Phoenix,IT,AI Researcher,7,25.25,Azure AI,0
Chicago,EdTech,AI Researcher,11,30.26,TensorFlow,1
Philadelphia,IT,ML Engineer,5,20.94,AWS AI,1
San Antonio,IT,Data Analyst,11,25.82,Scikit-learn,1
San Diego,EdTech,AI Researcher,1,12.19,ChatGPT,1
San Jose,E-commerce,ML Engineer,10,27.59,Azure AI,1
San Diego,EdTech,ML Engineer,8,25.51,Scikit-learn,1
Phoenix,IT,Data Analyst,5,17.88,PyTorch,1
Houston,Finance,Data Scientist,0,6.8,Scikit-learn,0
Houston,Healthcare,ML Engineer,10,27.88,TensorFlow,0
Houston,Healthcare,Data Analyst,10,24.64,Scikit-learn,1
San Antonio,E-commerce,Data Scientist,6,16.56,PyTorch,1
Houston,IT,AI Engineer,6,17.7,TensorFlow,1
Chicago,Healthcare,Data Scientist,1,4.13,PyTorch,1
San Diego,Healthcare,ML Engineer,0,8.23,Scikit-learn,1
Houston,EdTech,Data Scientist,11,23.2,PyTorch,0
Philadelphia,E-commerce,AI Researcher,4,18.02,AWS AI,0
Los Angeles,IT,AI Researcher,0,7.92,Scikit-learn,1
Houston,Finance,Data Analyst,7,16.93,Azure AI,1
Dallas,E-commerce,AI Researcher,0,13.46,ChatGPT,1
New York,Finance,AI Researcher,3,19.32,Azure AI,1
San Jose,E-commerce,AI Researcher,9,28.11,PyTorch,1
Phoenix,Finance,Data Analyst,7,18.61,AWS AI,0
Houston,Finance,AI Researcher,1,12.96,PyTorch,1
Chicago,IT,AI Researcher,4,18.95,TensorFlow,0
Chicago,E-commerce,ML Engineer,6,19.84,PyTorch,1
Philadelphia,Finance,AI Engineer,7,21.86,AWS AI,1
Chicago,EdTech,ML Engineer,7,23.47,TensorFlow,1
New York,Healthcare,Data Scientist,8,23.32,AWS AI,0
San Antonio,Healthcare,Data Scientist,7,19.6,AWS AI,1
Philadelphia,IT,AI Researcher,4,19.92,ChatGPT,0
New York,EdTech,AI Engineer,11,27.65,PyTorch,1
New York,Manufacturing,AI Researcher,10,31.58,Azure AI,1
Philadelphia,Finance,AI Engineer,4,11.27,ChatGPT,0
San Antonio,Finance,Data Scientist,7,18.71,Azure AI,1
Phoenix,Healthcare,Data Scientist,7,18.21,TensorFlow,0
New York,IT,AI Researcher,9,29.09,Azure AI,0
San Antonio,E-commerce,AI Researcher,3,15.38,PyTorch,1
San Diego,Manufacturing,AI Researcher,2,17.88,TensorFlow,1
San Jose,Manufacturing,AI Engineer,5,14.39,Scikit-learn,1
San Antonio,IT,Data Analyst,4,10.78,Azure AI,1
Philadelphia,Manufacturing,AI Engineer,6,17.27,PyTorch,1
Dallas,Healthcare,AI Engineer,1,7.97,Azure AI,1
San Antonio,Healthcare,Data Analyst,7,17.81,Azure AI,1
Phoenix,Healthcare,Data Analyst,7,17.75,AWS AI,1
Houston,E-commerce,ML Engineer,6,20.87,ChatGPT,1
Philadelphia,Manufacturing,Data Scientist,8,21.03,TensorFlow,1
Dallas,Finance,ML Engineer,10,28.59,PyTorch,1
Los Angeles,Healthcare,ML Engineer,11,31.54,ChatGPT,1
San Jose,Manufacturing,ML Engineer,9,23.33,PyTorch,1
San Antonio,Manufacturing,AI Engineer,11,25.42,TensorFlow,1
San Antonio,Healthcare,Data Scientist,9,24.48,AWS AI,1
Phoenix,IT,AI Researcher,9,28.68,AWS AI,1
Houston,EdTech,AI Engineer,7,19.97,ChatGPT,1
Philadelphia,EdTech,ML Engineer,6,20.39,AWS AI,1
San Jose,Healthcare,AI Engineer,10,27.12,AWS AI,1
Chicago,Finance,ML Engineer,5,21.5,AWS AI,1
New York,IT,ML Engineer,2,14.13,AWS AI,0
San Antonio,Finance,ML Engineer,7,23.55,ChatGPT,0
Dallas,IT,Data Scientist,6,15.96,PyTorch,1
Chicago,Finance,AI Engineer,11,26.51,PyTorch,0
Phoenix,EdTech,ML Engineer,0,8.69,TensorFlow,1
New York,Healthcare,Data Scientist,0,6.96,PyTorch,1
San Antonio,Healthcare,Data Analyst,4,14.22,ChatGPT,1
San Antonio,Manufacturing,AI Engineer,6,17.94,Scikit-learn,1
New York,EdTech,Data Scientist,1,5.89,TensorFlow,1
Houston,IT,Data Scientist,9,22.49,PyTorch,1
Los Angeles,Healthcare,Data Analyst,11,27.09,Azure AI,1
Dallas,EdTech,Data Analyst,0,5.35,ChatGPT,1
Dallas,Healthcare,Data Analyst,4,13.3,Scikit-learn,1
Phoenix,Healthcare,AI Engineer,0,3.31,Scikit-learn,1
Houston,Finance,Data Analyst,10,27.85,Azure AI,0
Dallas,EdTech,AI Engineer,2,7.94,Scikit-learn,1
San Antonio,Manufacturing,Data Analyst,11,29.24,ChatGPT,1
New York,E-commerce,ML Engineer,11,30.01,AWS AI,0
San Diego,IT,AI Engineer,4,15.12,AWS AI,1
San Diego,E-commerce,ML Engineer,1,8.99,PyTorch,1
Philadelphia,Manufacturing,AI Researcher,6,21.62,PyTorch,0
New York,Finance,AI Engineer,7,18.32,Scikit-learn,1
New York,EdTech,AI Engineer,2,8.8,Scikit-learn,0
Dallas,E-commerce,AI Researcher,5,19.75,AWS AI,0
Chicago,Healthcare,Data Scientist,2,7.47,TensorFlow,1
New York,EdTech,Data Analyst,4,12.7,ChatGPT,1
New York,Finance,Data Analyst,0,6.85,ChatGPT,1
Los Angeles,EdTech,AI Researcher,1,12.67,Azure AI,1
Houston,Finance,Data Analyst,8,22.88,Azure AI,1
San Antonio,E-commerce,Data Analyst,6,15.17,AWS AI,0
Philadelphia,EdTech,Data Analyst,7,18.44,PyTorch,1
New York,Healthcare,AI Researcher,5,22.47,ChatGPT,1
San Antonio,Finance,Data Analyst,11,25.9,PyTorch,0
Los Angeles,Finance,Data Analyst,3,12.63,TensorFlow,1
New York,IT,Data Scientist,7,16.99,PyTorch,0
Houston,Healthcare,AI Researcher,2,17.86,Azure AI,1
Dallas,IT,AI Engineer,8,17.92,TensorFlow,1
Houston,Finance,ML Engineer,0,9.36,PyTorch,1
Chicago,IT,AI Researcher,8,26.87,PyTorch,1
San Antonio,Healthcare,ML Engineer,10,31.41,TensorFlow,1
Dallas,EdTech,Data Analyst,4,14.73,AWS AI,1
Chicago,E-commerce,Data Analyst,0,4.8,TensorFlow,1
Houston,Manufacturing,AI Researcher,0,10.53,Scikit-learn,0
Philadelphia,Manufacturing,Data Scientist,6,17.18,Azure AI,1
Chicago,E-commerce,Data Analyst,9,18.9,AWS AI,0
San Antonio,E-commerce,ML Engineer,9,26.75,Scikit-learn,0
San Antonio,Finance,Data Analyst,9,23.9,TensorFlow,1
Chicago,E-commerce,Data Scientist,11,28.53,Scikit-learn,1
Phoenix,E-commerce,Data Analyst,5,13.81,ChatGPT,1
Dallas,E-commerce,ML Engineer,7,26.65,Scikit-learn,1
Houston,Healthcare,AI Engineer,1,6.17,Azure AI,1
San Jose,Finance,ML Engineer,10,32.73,PyTorch,0
Philadelphia,Finance,Data Scientist,3,10.35,AWS AI,1
San Antonio,Manufacturing,ML Engineer,5,19.77,PyTorch,1
San Antonio,Finance,Data Scientist,3,11.74,TensorFlow,1
New York,Manufacturing,Data Analyst,5,15.19,TensorFlow,0
San Diego,Manufacturing,AI Engineer,11,29.73,TensorFlow,1
San Antonio,EdTech,Data Scientist,0,3.0,TensorFlow,1
Phoenix,Finance,AI Researcher,5,22.45,Scikit-learn,1
Philadelphia,Manufacturing,Data Analyst,1,8.56,TensorFlow,1
Dallas,IT,ML Engineer,11,31.87,AWS AI,1
New York,E-commerce,AI Researcher,0,9.7,AWS AI,1
Philadelphia,IT,Data Scientist,2,11.4,TensorFlow,1
San Jose,Manufacturing,Data Analyst,5,11.01,Scikit-learn,0
Phoenix,IT,Data Scientist,10,21.54,AWS AI,0
Dallas,Manufacturing,AI Engineer,6,17.45,PyTorch,1
Chicago,EdTech,AI Engineer,2,8.4,AWS AI,1
Los Angeles,IT,Data Scientist,5,14.49,Azure AI,1
San Diego,Finance,AI Engineer,6,16.25,ChatGPT,1
Los Angeles,Healthcare,Data Scientist,6,16.83,AWS AI,1
Los Angeles,Finance,AI Researcher,11,33.06,PyTorch,1
Philadelphia,Finance,AI Researcher,11,33.33,Azure AI,1
Phoenix,Manufacturing,Data Analyst,4,10.7,AWS AI,1
San Jose,Manufacturing,AI Researcher,11,35.0,PyTorch,0
Houston,E-commerce,Data Scientist,1,11.24,AWS AI,1
Philadelphia,Manufacturing,Data Scientist,5,17.27,PyTorch,1
Los Angeles,Manufacturing,AI Researcher,2,14.84,PyTorch,0
Chicago,IT,Data Scientist,1,5.52,PyTorch,0
Los Angeles,Healthcare,Data Analyst,0,7.25,AWS AI,1
New York,EdTech,AI Engineer,0,6.1,PyTorch,1
San Jose,EdTech,ML Engineer,9,27.68,TensorFlow,1
Chicago,Manufacturing,AI Researcher,3,17.71,Azure AI,1
Houston,Finance,Data Scientist,6,18.12,AWS AI,1
Houston,E-commerce,Data Scientist,0,5.9,Azure AI,1
Los Angeles,Healthcare,Data Analyst,5,12.94,ChatGPT,1
San Diego,Manufacturing,Data Analyst,6,16.54,ChatGPT,1
San Diego,Finance,Data Analyst,7,19.44,AWS AI,1
Los Angeles,IT,ML Engineer,0,10.1,AWS AI,0
Philadelphia,Healthcare,AI Researcher,3,18.17,Scikit-learn,1
New York,Manufacturing,Data Scientist,10,22.58,Scikit-learn,1
Philadelphia,EdTech,Data Analyst,6,18.04,Azure AI,1
Houston,EdTech,AI Engineer,7,20.34,Scikit-learn,0
New York,E-commerce,Data Scientist,7,23.78,Azure AI,1
Houston,Finance,AI Engineer,1,8.87,PyTorch,0
San Antonio,EdTech,Data Scientist,6,18.63,AWS AI,1
Dallas,EdTech,Data Analyst,1,5.84,Azure AI,1
Philadelphia,Manufacturing,Data Analyst,5,18.35,PyTorch,1
Dallas,EdTech,Data Analyst,3,9.47,ChatGPT,0
San Antonio,E-commerce,Data Analyst,9,21.55,Azure AI,1
Dallas,Healthcare,ML Engineer,10,30.07,TensorFlow,1
Phoenix,Finance,AI Engineer,6,14.23,AWS AI,1
Chicago,IT,AI Researcher,9,26.94,TensorFlow,1
Chicago,EdTech,Data Analyst,8,21.18,AWS AI,1
San Jose,Manufacturing,Data Scientist,10,30.22,TensorFlow,1
Dallas,Manufacturing,AI Researcher,10,32.53,PyTorch,0
Philadelphia,E-commerce,ML Engineer,11,28.8,Azure AI,1
Dallas,IT,AI Researcher,0,12.23,AWS AI,0
Houston,E-commerce,Data Analyst,10,26.2,Azure AI,1
Chicago,E-commerce,Data Scientist,9,23.95,AWS AI,1
Chicago,Healthcare,Data Analyst,11,25.14,TensorFlow,1
Phoenix,EdTech,ML Engineer,5,22.21,ChatGPT,1
Dallas,Healthcare,ML Engineer,2,11.04,Azure AI,1
San Diego,EdTech,AI Researcher,5,23.15,TensorFlow,1
Phoenix,Manufacturing,ML Engineer,6,22.83,Scikit-learn,0
Phoenix,EdTech,Data Analyst,3,12.0,ChatGPT,1
Dallas,IT,Data Analyst,10,24.32,PyTorch,1
Chicago,E-commerce,Data Analyst,5,16.06,AWS AI,1
Houston,Manufacturing,Data Scientist,6,16.07,ChatGPT,1
Phoenix,Manufacturing,ML Engineer,1,10.61,TensorFlow,1
San Diego,EdTech,ML Engineer,4,13.58,Azure AI,1
Chicago,Healthcare,ML Engineer,0,8.18,Azure AI,0
Chicago,Healthcare,AI Engineer,7,15.62,PyTorch,0
Phoenix,Manufacturing,Data Scientist,8,21.07,ChatGPT,0
San Antonio,EdTech,Data Analyst,4,13.5,Azure AI,1
San Jose,Healthcare,ML Engineer,10,27.6,AWS AI,1
Philadelphia,Manufacturing,AI Engineer,8,19.06,ChatGPT,1
Philadelphia,EdTech,AI Researcher,5,22.22,Azure AI,1
San Antonio,EdTech,ML Engineer,4,17.89,AWS AI,1
Phoenix,IT,ML Engineer,10,30.38,ChatGPT,1
Phoenix,IT,ML Engineer,7,22.18,AWS AI,1
Houston,Finance,AI Researcher,10,28.36,TensorFlow,1
Houston,EdTech,Data Analyst,2,9.01,Azure AI,1
New York,Healthcare,ML Engineer,3,14.54,AWS AI,1
San Diego,Healthcare,Data Analyst,9,25.77,PyTorch,1
New York,EdTech,AI Researcher,9,26.68,TensorFlow,1
San Diego,Manufacturing,AI Researcher,9,31.02,AWS AI,1
Dallas,IT,Data Scientist,7,19.22,TensorFlow,1
San Diego,Manufacturing,ML Engineer,11,31.72,ChatGPT,1
Dallas,E-commerce,Data Analyst,7,21.07,Scikit-learn,1
San Antonio,E-commerce,Data Analyst,11,27.53,TensorFlow,1
New York,Manufacturing,AI Researcher,4,16.34,AWS AI,1
Chicago,EdTech,Data Analyst,1,9.73,AWS AI,1
San Jose,IT,AI Researcher,7,20.89,TensorFlow,0
New York,EdTech,AI Researcher,1,14.46,ChatGPT,1
San Jose,Finance,Data Scientist,6,18.03,ChatGPT,1
New York,IT,AI Engineer,4,9.57,Azure AI,0
Chicago,IT,AI Engineer,9,20.53,PyTorch,1
Phoenix,Healthcare,AI Engineer,5,12.87,Azure AI,1
San Antonio,Healthcare,Data Analyst,7,15.68,Azure AI,1
Houston,EdTech,AI Engineer,9,24.74,Scikit-learn,1
San Jose,EdTech,ML Engineer,0,8.48,Azure AI,1
Chicago,IT,ML Engineer,2,12.83,ChatGPT,1
Philadelphia,Healthcare,Data Scientist,1,3.0,Scikit-learn,0
Philadelphia,Healthcare,AI Engineer,7,15.27,AWS AI,0
San Diego,EdTech,Data Scientist,11,26.98,AWS AI,1
San Jose,IT,AI Researcher,0,7.72,ChatGPT,1
San Jose,EdTech,Data Analyst,4,12.99,Scikit-learn,1
San Antonio,E-commerce,AI Engineer,6,18.61,TensorFlow,1
Dallas,EdTech,Data Scientist,0,3.0,TensorFlow,1
Phoenix,IT,ML Engineer,4,14.54,TensorFlow,1
Philadelphia,Manufacturing,Data Scientist,4,11.41,PyTorch,1
Los Angeles,E-commerce,AI Engineer,11,26.74,PyTorch,1
Dallas,E-commerce,Data Scientist,10,23.27,ChatGPT,1
San Diego,Finance,Data Analyst,5,13.36,Azure AI,1
Houston,E-commerce,AI Engineer,2,9.48,TensorFlow,0
Philadelphia,E-commerce,AI Researcher,10,36.48,Scikit-learn,1
New York,EdTech,Data Analyst,3,5.14,Scikit-learn,1
Phoenix,Finance,Data Scientist,2,8.43,ChatGPT,1
San Jose,Finance,ML Engineer,9,24.99,Scikit-learn,1
Phoenix,EdTech,Data Analyst,8,18.82,TensorFlow,0
Houston,E-commerce,Data Scientist,9,22.72,ChatGPT,0
New York,E-commerce,AI Engineer,4,11.25,Scikit-learn,0
Chicago,IT,Data Scientist,5,13.39,AWS AI,1
Los Angeles,EdTech,Data Analyst,3,11.78,Azure AI,1
San Jose,Manufacturing,Data Analyst,10,27.49,PyTorch,1
San Diego,Finance,Data Analyst,4,13.57,AWS AI,1
Phoenix,EdTech,Data Analyst,9,19.39,ChatGPT,1
Chicago,IT,AI Researcher,11,33.36,AWS AI,1
New York,EdTech,Data Scientist,7,19.36,Scikit-learn,1
Dallas,Healthcare,Data Scientist,1,5.8,Azure AI,1
Los Angeles,Healthcare,Data Scientist,8,22.41,TensorFlow,1
San Antonio,EdTech,AI Researcher,7,25.71,AWS AI,1
Phoenix,E-commerce,AI Researcher,5,19.32,AWS AI,1
Los Angeles,Finance,AI Engineer,0,5.12,ChatGPT,0
San Antonio,Finance,AI Researcher,0,13.27,Scikit-learn,1
San Antonio,Finance,Data Scientist,8,15.19,PyTorch,0
Houston,Manufacturing,AI Engineer,2,8.56,ChatGPT,1
Philadelphia,Finance,AI Researcher,8,29.39,Scikit-learn,1
San Jose,Finance,Data Scientist,4,12.35,Scikit-learn,1
Philadelphia,E-commerce,AI Engineer,1,7.38,Scikit-learn,1
Chicago,Healthcare,AI Engineer,1,5.57,PyTorch,0
Phoenix,EdTech,Data Analyst,8,22.68,ChatGPT,0
San Jose,Finance,Data Analyst,3,9.52,Azure AI,1
Phoenix,IT,Data Scientist,1,7.65,TensorFlow,1
San Diego,IT,AI Researcher,6,24.66,AWS AI,0
Chicago,Healthcare,Data Scientist,10,24.83,Azure AI,1
San Jose,Healthcare,ML Engineer,4,17.06,AWS AI,1
New York,Healthcare,ML Engineer,1,13.73,Scikit-learn,1
Phoenix,Finance,ML Engineer,6,21.53,PyTorch,1
San Antonio,Manufacturing,Data Analyst,6,15.16,ChatGPT,1
San Diego,IT,AI Engineer,8,24.69,Azure AI,1
Phoenix,EdTech,Data Analyst,5,15.86,Azure AI,0
Chicago,Finance,AI Researcher,10,32.52,TensorFlow,1
Phoenix,Healthcare,ML Engineer,3,17.6,TensorFlow,0
Phoenix,IT,AI Engineer,1,8.49,TensorFlow,1
Houston,Manufacturing,Data Scientist,6,16.47,AWS AI,1
Dallas,Manufacturing,AI Researcher,0,7.14,TensorFlow,1
Phoenix,EdTech,Data Scientist,1,4.79,PyTorch,1
Los Angeles,Manufacturing,AI Researcher,9,28.66,ChatGPT,1
Philadelphia,EdTech,Data Scientist,8,21.44,PyTorch,1
San Antonio,EdTech,ML Engineer,5,16.99,TensorFlow,1
Philadelphia,E-commerce,AI Researcher,7,24.63,AWS AI,0
Dallas,EdTech,Data Analyst,6,16.36,TensorFlow,1
New York,E-commerce,ML Engineer,3,15.23,PyTorch,0
Los Angeles,Manufacturing,Data Analyst,4,11.66,AWS AI,1
New York,Finance,ML Engineer,9,24.36,PyTorch,1
San Diego,IT,AI Engineer,6,16.16,TensorFlow,1
Phoenix,Manufacturing,AI Engineer,0,3.0,TensorFlow,1
San Diego,Manufacturing,AI Researcher,0,12.12,PyTorch,0
San Diego,E-commerce,Data Analyst,6,19.3,PyTorch,0
Houston,Finance,AI Engineer,6,15.66,Azure AI,1
Chicago,E-commerce,Data Analyst,7,21.5,ChatGPT,1
San Jose,Manufacturing,Data Analyst,9,23.26,TensorFlow,1
San Jose,EdTech,AI Researcher,4,21.08,TensorFlow,0
Houston,EdTech,AI Engineer,6,15.85,PyTorch,1
San Antonio,IT,Data Scientist,9,23.6,Scikit-learn,0
Philadelphia,IT,Data Scientist,6,17.06,AWS AI,0
Houston,Manufacturing,Data Scientist,6,16.18,AWS AI,1
Dallas,Healthcare,AI Engineer,7,19.49,Scikit-learn,1
Houston,Healthcare,Data Analyst,8,23.37,AWS AI,1
Phoenix,E-commerce,Data Analyst,7,19.58,PyTorch,1
Phoenix,Manufacturing,AI Engineer,6,14.29,Scikit-learn,1
Dallas,EdTech,AI Researcher,8,24.1,PyTorch,1
Chicago,E-commerce,ML Engineer,1,12.51,TensorFlow,1
Los Angeles,EdTech,ML Engineer,9,25.31,PyTorch,1
Dallas,Manufacturing,Data Scientist,3,7.48,AWS AI,1
Philadelphia,IT,AI Researcher,4,19.55,ChatGPT,1
Chicago,EdTech,AI Researcher,4,18.35,AWS AI,1
Houston,IT,Data Scientist,2,9.79,Azure AI,1
San Antonio,IT,Data Analyst,10,24.97,Azure AI,1
New York,Manufacturing,ML Engineer,4,17.06,Azure AI,1
Los Angeles,IT,ML Engineer,8,21.98,Scikit-learn,1
San Diego,Manufacturing,ML Engineer,6,18.92,Scikit-learn,1
San Antonio,Finance,Data Analyst,8,17.2,PyTorch,0
San Jose,Finance,AI Researcher,2,17.58,Scikit-learn,1
Phoenix,EdTech,ML Engineer,0,9.42,Azure AI,1
Houston,Manufacturing,Data Analyst,9,24.15,Scikit-learn,1
Chicago,IT,AI Engineer,8,21.75,ChatGPT,1
Chicago,E-commerce,AI Engineer,6,19.84,PyTorch,1
Dallas,IT,ML Engineer,10,29.47,Azure AI,1
Dallas,Manufacturing,AI Researcher,4,18.42,AWS AI,1
San Antonio,Healthcare,Data Scientist,6,16.97,AWS AI,1
San Jose,IT,Data Scientist,2,7.65,ChatGPT,0
Dallas,Finance,Data Scientist,8,22.39,Scikit-learn,1
Dallas,EdTech,ML Engineer,1,9.54,Azure AI,1
Dallas,EdTech,Data Scientist,4,12.88,ChatGPT,1
San Antonio,Finance,ML Engineer,1,15.43,AWS AI,1
Los Angeles,Healthcare,AI Engineer,10,21.04,Scikit-learn,1
Philadelphia,Manufacturing,AI Engineer,7,16.91,AWS AI,1
Los Angeles,IT,Data Scientist,6,18.46,AWS AI,1
Chicago,EdTech,ML Engineer,1,13.31,Azure AI,1
Houston,Healthcare,ML Engineer,4,16.78,TensorFlow,1
San Jose,Healthcare,Data Scientist,10,23.37,Azure AI,1
Houston,Healthcare,AI Engineer,7,21.81,Scikit-learn,0
San Antonio,E-commerce,AI Engineer,8,20.18,Scikit-learn,1
Philadelphia,Manufacturing,Data Analyst,2,5.32,Scikit-learn,0
Phoenix,Finance,AI Engineer,7,20.23,PyTorch,0
San Diego,Finance,AI Engineer,5,17.98,Azure AI,1
Houston,IT,ML Engineer,10,28.52,Azure AI,1
Houston,EdTech,Data Analyst,2,9.9,AWS AI,1
San Antonio,Healthcare,ML Engineer,0,11.66,Azure AI,1
San Jose,E-commerce,AI Engineer,5,14.7,AWS AI,1
New York,Finance,Data Analyst,6,14.57,Azure AI,1
Chicago,Healthcare,Data Analyst,1,3.0,ChatGPT,1
Los Angeles,E-commerce,ML Engineer,0,6.88,PyTorch,1
San Diego,Finance,Data Analyst,9,25.38,TensorFlow,1
San Antonio,Healthcare,AI Engineer,6,15.88,PyTorch,1
San Antonio,IT,AI Engineer,0,6.31,TensorFlow,1
Phoenix,EdTech,AI Researcher,3,15.3,AWS AI,0
Los Angeles,E-commerce,Data Analyst,11,25.93,Azure AI,1
Los Angeles,Healthcare,AI Engineer,11,27.78,AWS AI,1
Chicago,Manufacturing,Data Scientist,9,19.34,AWS AI,1
San Diego,E-commerce,AI Engineer,6,16.78,PyTorch,0
New York,EdTech,Data Analyst,4,7.06,Scikit-learn,0
San Diego,Healthcare,AI Researcher,9,29.38,Azure AI,0
San Jose,EdTech,ML Engineer,0,9.96,Azure AI,1
San Diego,IT,Data Scientist,7,18.24,ChatGPT,1
Phoenix,E-commerce,AI Engineer,8,22.43,Azure AI,0
San Jose,Finance,Data Analyst,4,14.82,AWS AI,1
Dallas,Healthcare,AI Researcher,6,22.45,Azure AI,1
San Antonio,EdTech,AI Researcher,9,32.3,AWS AI,1
Chicago,IT,Data Scientist,0,5.4,Scikit-learn,1
Philadelphia,E-commerce,Data Analyst,5,12.41,ChatGPT,1
Houston,EdTech,AI Researcher,5,20.7,ChatGPT,1
New York,Healthcare,AI Engineer,0,6.72,Azure AI,1
San Diego,E-commerce,AI Researcher,11,33.95,Azure AI,1
Dallas,IT,Data Analyst,7,15.78,Scikit-learn,1
San Antonio,Manufacturing,Data Analyst,9,19.43,Scikit-learn,1
Philadelphia,E-commerce,AI Engineer,3,9.02,AWS AI,1
San Antonio,Finance,Data Scientist,4,14.03,PyTorch,0
Chicago,Finance,AI Researcher,4,19.67,AWS AI,0
New York,Healthcare,Data Scientist,1,6.87,Scikit-learn,1
Chicago,IT,Data Scientist,0,6.8,AWS AI,1
New York,Healthcare,AI Researcher,4,19.6,Scikit-learn,1
Philadelphia,Manufacturing,ML Engineer,0,9.18,AWS AI,1
Los Angeles,IT,AI Researcher,6,23.66,PyTorch,1
New York,E-commerce,ML Engineer,8,23.6,TensorFlow,1
Dallas,E-commerce,ML Engineer,2,13.63,AWS AI,1
Los Angeles,EdTech,AI Engineer,5,13.54,ChatGPT,1
Chicago,IT,Data Scientist,5,15.14,ChatGPT,0
Houston,E-commerce,ML Engineer,10,28.48,PyTorch,1
Philadelphia,IT,ML Engineer,11,30.37,Scikit-learn,1
Chicago,Manufacturing,ML Engineer,9,32.7,TensorFlow,1
Phoenix,IT,ML Engineer,4,18.21,ChatGPT,0
Los Angeles,E-commerce,Data Scientist,11,28.97,TensorFlow,0
San Antonio,Healthcare,ML Engineer,8,25.81,AWS AI,0
San Diego,IT,AI Engineer,2,10.38,AWS AI,1
New York,Manufacturing,AI Researcher,0,7.43,AWS AI,1
Los Angeles,E-commerce,AI Engineer,3,10.62,AWS AI,0
New York,Finance,AI Researcher,9,29.9,ChatGPT,1
New York,EdTech,Data Analyst,3,13.57,TensorFlow,1
Dallas,Manufacturing,AI Researcher,8,25.21,PyTorch,1
San Jose,IT,Data Scientist,3,11.0,PyTorch,1
New York,Manufacturing,AI Engineer,4,11.58,Scikit-learn,0
San Jose,IT,Data Analyst,5,17.47,ChatGPT,1
Chicago,E-commerce,Data Analyst,9,22.15,AWS AI,0
Philadelphia,E-commerce,AI Engineer,11,26.96,Scikit-learn,1
New York,IT,AI Researcher,3,14.72,PyTorch,1
San Antonio,IT,AI Researcher,5,15.68,PyTorch,1
San Antonio,EdTech,AI Researcher,7,22.05,Scikit-learn,1
New York,Manufacturing,AI Researcher,6,24.81,ChatGPT,1
Chicago,Finance,AI Researcher,11,33.09,ChatGPT,1
Dallas,E-commerce,AI Engineer,1,5.08,Scikit-learn,1
Chicago,Manufacturing,AI Researcher,8,26.98,PyTorch,1
San Diego,Manufacturing,AI Researcher,11,32.44,Azure AI,1
New York,Finance,Data Scientist,11,27.09,Azure AI,1
